loan_id,customer_id,product_type,loan_amount,outstanding_balance,ltv,days_past_due,default_flag,pd,lgd,ead,last_update_days
L00591,C00591,personal loan,34855.48,32527.18,0.485,0,False,0.03134,0.58,32713.44,51
L00592,C00592,personal loan,60476.19,58823.73,0.625,5,False,0.05008,0.58,58955.93,58
L00593,C00593,personal loan,87434.88,80887.77,0.589,0,False,0.0054,0.58,81411.54,56
L00594,C00594,personal loan,47827.27,46175.56,0.624,0,False,0.0434,0.58,46307.69,47
L00595,C00595,mortgage,44780.58,39942.4,0.64,5,False,0.09322,0.22,40039.17,9
L00596,C00596,credit card,135809.46,31725.27,0.654,0,False,0.06905,0.72,88971.58,43
L00597,C00597,credit card,49634.73,24192.0,0.755,0,False,0.01417,0.7222,38185.5,63
L00598,C00598,mortgage,11594.79,5042.61,0.591,0,False,0.07843,0.22,5173.66,16
L00599,C00599,credit card,351073.19,330918.79,0.947,5,False,0.07231,0.8088,342003.71,1
L00600,C00600,personal loan,38072.93,23493.44,0.52,5,False,0.06186,0.58,24659.79,24
L00601,C00601,personal loan,34546.31,25096.42,0.857,0,False,0.08302,0.6283,25852.41,58
L00602,C00602,credit card,62829.86,31398.97,0.761,0,False,0.04292,0.7247,48685.96,31
L00603,C00603,mortgage,52662.07,49769.43,0.675,0,False,0.02474,0.22,49827.29,37
L00604,C00604,personal loan,88367.14,86390.82,0.589,31,False,0.14853,0.58,86548.93,37
L00605,C00605,personal loan,51929.19,35579.43,0.608,0,False,0.07079,0.58,36887.41,34
L00606,C00606,credit card,78476.58,35387.67,0.688,0,False,0.13001,0.72,59086.57,63
L00607,C00607,mortgage,27866.91,11438.47,1.0,31,False,0.68118,0.3324,11767.04,47
L00608,C00608,personal loan,9074.66,3868.87,0.915,0,False,0.16425,0.6543,4285.33,64
L00609,C00609,mortgage,63776.83,60667.14,0.461,15,True,0.25903,0.22,60729.34,2
L00610,C00610,mortgage,22886.43,9151.8,0.831,5,False,0.15216,0.2564,9426.49,34
L00611,C00611,personal loan,15668.83,14104.93,0.588,0,False,0.0828,0.58,14230.04,25
L00612,C00612,personal loan,54257.71,19104.65,0.676,0,False,0.10463,0.58,21916.89,8
L00613,C00613,mortgage,53255.02,36170.32,0.892,5,False,0.10454,0.284,36512.02,26
L00614,C00614,personal loan,68893.49,43357.65,0.61,5,False,,0.58,45400.52,2
L00615,C00615,credit card,104253.24,67040.94,0.754,0,False,0.01391,0.7217,87507.7,2
L00616,C00616,mortgage,42499.24,29952.46,0.822,0,False,0.03036,0.2526,30203.4,3
L00617,C00617,credit card,15205.87,13662.27,0.6,0,False,0.02987,0.72,14511.25,42
L00618,C00618,personal loan,84985.08,53402.76,0.481,0,False,0.03503,0.58,55929.35,10
L00619,C00619,credit card,75433.75,53933.87,0.716,0,False,0.09893,0.72,65758.8,11
L00620,C00620,credit card,22512.68,13467.53,0.65,31,False,0.17621,0.72,18442.36,33
L00621,C00621,credit card,188764.89,170490.7,0.473,0,False,0.04282,0.72,180541.51,2
L00622,C00622,SME loan,27055.97,15749.3,0.958,0,False,0.07505,0.5735,18575.97,24
L00623,C00623,credit card,100574.7,89376.89,1.058,0,False,0.0365,0.8587,95535.68,22
L00624,C00624,SME loan,80599.19,59583.17,0.848,0,False,0.27968,0.524,64837.18,9
L00625,C00625,mortgage,23585.96,12916.09,0.438,0,False,0.03177,0.22,13129.49,34
L00626,C00626,SME loan,34398.84,20212.78,0.927,15,False,0.03507,0.5594,23759.3,1
L00627,C00627,SME loan,75547.36,18698.79,0.648,15,False,0.13148,0.48,32910.93,12
L00628,C00628,mortgage,103537.31,48743.66,0.539,15,False,,0.22,49839.54,71
L00629,C00629,personal loan,29445.58,16215.39,0.475,0,False,0.0759,0.58,17273.81,61
L00630,C00630,credit card,30597.04,20907.52,0.776,0,False,0.04699,0.7317,26236.76,41
L00631,C00631,credit card,19437.01,4312.67,0.891,0,False,0.0316,0.7832,12631.05,49
L00632,C00632,mortgage,123164.86,102517.35,0.627,31,False,0.1804,0.22,102930.3,33
L00633,C00633,personal loan,92729.05,43696.93,0.996,15,False,0.0925,0.6907,47619.5,12
L00634,C00634,personal loan,44874.21,13375.69,0.397,0,False,0.02686,0.58,15895.57,9
L00635,C00635,mortgage,19305.09,12437.35,0.412,0,False,0.01521,0.22,12574.7,14
L00636,C00636,personal loan,43083.95,14409.58,0.66,0,False,0.01049,0.58,16703.53,45
L00637,C00637,credit card,48565.02,37737.79,0.932,0,False,0.05039,0.8018,43692.76,46
L00638,C00638,credit card,68747.75,27957.33,0.638,0,False,0.03418,0.72,50392.06,50
L00639,C00639,SME loan,13231.2,10033.0,0.577,0,False,0.11604,0.48,10832.55,20
L00640,C00640,mortgage,81150.07,80973.27,0.754,0,False,0.03112,0.2217,80976.81,7
L00641,C00641,mortgage,39866.1,24246.39,0.778,0,False,0.06089,0.2326,24558.78,54
L00642,C00642,credit card,98643.35,22601.4,0.511,0,False,0.03529,0.72,64424.47,42
L00643,C00643,credit card,72707.48,25405.52,0.494,0,False,0.00347,0.72,51421.6,54
L00644,C00644,mortgage,23328.45,11077.99,0.607,0,False,0.06239,0.22,11322.99,9
L00645,C00645,credit card,48694.17,30375.68,0.816,0,False,0.25227,0.7497,40450.85,9
L00646,C00646,personal loan,34273.97,27730.1,0.516,0,False,0.04064,0.58,28253.61,5
L00647,C00647,personal loan,-1000.0,35356.27,0.791,0,False,0.01272,0.5985,36983.2,41
L00648,C00648,mortgage,26922.97,22483.9,0.755,0,False,0.02691,0.2224,22572.68,1
L00649,C00649,credit card,34927.33,12929.39,0.89,5,False,0.04329,0.7832,25028.26,66
L00650,C00650,personal loan,34274.3,14177.71,0.635,0,False,0.01694,0.58,15785.44,1
L00651,C00651,mortgage,13303.12,5561.38,0.791,0,False,0.01885,0.2384,5716.21,61
L00652,C00652,credit card,67668.1,34569.45,0.599,0,False,0.01567,0.72,52773.71,74
L00653,C00653,mortgage,188034.56,125609.87,0.5,0,False,0.02123,0.22,126858.36,9
L00654,C00654,SME loan,35998.85,15286.45,0.639,95,True,0.03318,0.48,20464.55,29
L00655,C00655,mortgage,66270.64,58248.92,1.052,0,False,0.02918,0.356,58409.36,48
L00656,C00656,credit card,36422.57,9583.02,0.409,0,False,0.02414,0.72,24344.77,29
L00657,C00657,credit card,8198.26,3231.68,0.632,95,True,0.13284,0.72,5963.3,16
L00658,C00658,mortgage,24168.73,18021.93,0.681,0,False,0.07825,0.22,18144.87,59
L00659,C00659,personal loan,155624.17,44221.22,0.721,0,False,,0.58,53133.46,3
L00660,C00660,credit card,237240.07,158376.63,0.903,15,False,0.12821,0.7886,201751.52,2
L00661,C00661,credit card,48630.17,43576.24,0.708,0,False,0.02361,0.72,46355.9,24
L00662,C00662,mortgage,26754.41,14918.35,0.686,0,False,0.02564,0.22,15155.07,51
L00663,C00663,SME loan,86699.27,43785.79,0.76,15,False,0.13207,0.4843,54514.16,20
L00664,C00664,personal loan,24933.57,18507.78,0.696,0,False,0.04467,0.58,19021.85,7
L00665,C00665,credit card,60060.03,53987.2,0.828,0,False,0.01733,0.7552,57327.26,11
L00666,C00666,mortgage,49311.1,11396.79,0.784,0,False,0.04508,0.2352,12155.08,46
L00667,C00667,personal loan,27975.14,12400.45,0.67,61,False,0.48974,0.58,13646.42,48
L00668,C00668,credit card,75066.6,18016.02,0.889,0,False,0.04559,0.7826,49393.84,63
L00669,C00669,personal loan,46779.23,15333.15,1.078,0,False,0.00935,0.7277,17848.83,47
L00670,C00670,credit card,171779.03,104365.08,0.593,0,False,0.04339,0.72,141442.75,46
L00671,C00671,mortgage,110275.12,82625.27,0.617,5,False,0.3123,0.22,83178.27,1
L00672,C00672,mortgage,51813.55,21197.41,0.602,0,False,0.00564,0.22,21809.73,35
L00673,C00673,mortgage,19310.78,18502.74,0.376,5,False,0.15193,0.22,18518.9,62
L00674,C00674,credit card,24116.14,15874.46,0.77,5,False,0.09809,0.7289,20407.39,3
L00675,C00675,SME loan,104884.06,41251.83,0.519,5,False,0.11161,0.48,57159.89,48
L00676,C00676,credit card,87164.73,77739.69,0.607,0,False,0.01151,0.72,82923.46,32
L00677,C00677,mortgage,21728.58,13992.1,0.385,0,False,0.04331,0.22,14146.83,32
L00678,C00678,personal loan,50843.25,33564.26,0.36,0,False,0.02441,0.58,34946.58,43
L00679,C00679,mortgage,28120.28,9356.18,0.358,0,False,0.0524,0.22,9731.47,14
L00680,C00680,credit card,21541.07,20008.71,0.658,0,False,0.03839,0.72,20851.5,70
L00681,C00681,personal loan,14280.06,13327.97,1.104,0,False,0.19183,0.7394,13404.14,21
L00682,C00682,SME loan,44290.08,41211.12,0.718,5,False,0.12883,0.48,41980.86,70
L00683,C00683,personal loan,47098.51,30539.65,0.643,0,False,0.01221,0.58,31864.35,48
L00684,C00684,personal loan,36719.41,31562.4,0.575,0,False,0.20641,0.58,31974.96,29
L00685,C00685,SME loan,19851.37,6588.14,0.663,0,False,0.13018,0.48,9903.95,63
L00686,C00686,credit card,59897.84,19955.72,0.604,0,False,0.02888,0.72,41923.89,15
L00687,C00687,mortgage,32367.79,24254.28,0.889,31,False,0.10937,0.2825,24416.55,43
L00688,C00688,personal loan,80053.95,66423.44,0.811,0,False,0.03457,0.6077,67513.88,24
L00689,C00689,mortgage,57122.1,54867.4,0.808,0,False,0.03865,0.2463,54912.5,51
L00690,C00690,personal loan,35258.88,19014.75,0.844,31,False,0.17797,0.6224,20314.28,36
L00691,C00691,mortgage,93723.58,26029.42,0.34,0,False,0.02056,0.22,27383.31,15
L00692,C00692,mortgage,28529.9,15059.31,0.586,0,False,0.04618,0.22,15328.72,7
L00693,C00693,mortgage,29588.93,11665.68,0.858,0,False,0.07459,0.2686,12024.14,20
L00694,C00694,credit card,50891.11,37420.63,0.603,0,False,0.08416,0.72,44829.39,58
L00695,C00695,credit card,83115.1,60240.61,0.469,0,False,0.00514,0.72,72821.58,16
L00696,C00696,credit card,42770.4,10269.89,0.616,0,True,0.27744,0.72,28145.17,23
L00697,C00697,mortgage,53126.04,39137.3,0.587,31,False,0.091,0.22,39417.07,7
L00698,C00698,credit card,59352.54,47568.46,0.841,15,False,0.36306,0.761,54049.7,32
L00699,C00699,mortgage,38781.88,29283.36,0.768,0,False,0.05575,0.2281,29473.34,34
L00700,C00700,mortgage,58868.02,58808.3,0.684,5,False,0.08507,0.22,58809.5,23
L00701,C00701,credit card,57349.2,33399.04,0.587,0,False,0.20343,0.72,46571.63,72
L00702,C00702,credit card,14662.9,12627.12,0.848,0,False,0.01791,0.7643,13746.8,29
L00703,C00703,mortgage,124968.22,64921.64,0.667,0,False,0.0359,0.22,66122.57,1
L00704,C00704,credit card,139017.89,115311.69,0.633,0,False,0.15025,0.72,128350.1,48
L00705,C00705,mortgage,54677.54,45653.14,0.671,0,False,0.02956,0.22,45833.63,20
L00706,C00706,personal loan,103356.59,83358.58,0.545,5,False,0.03211,0.58,84958.42,44
L00707,C00707,mortgage,54389.26,27840.6,0.823,0,False,0.00884,0.253,28371.57,19
L00708,C00708,credit card,87083.04,39241.87,0.833,0,False,0.06365,0.7572,65554.51,63
L00709,C00709,mortgage,101267.62,49945.25,0.478,0,False,0.02696,0.22,50971.7,51
L00710,C00710,personal loan,36732.37,9964.28,0.861,31,False,0.04454,0.6297,12105.72,47
L00711,C00711,SME loan,69278.75,49735.2,0.762,5,False,0.01537,0.4852,54621.08,62
L00712,C00712,personal loan,133821.83,58358.4,0.716,0,False,0.01706,0.58,64395.47,66
L00713,C00713,SME loan,108629.05,86923.66,0.716,0,False,0.08539,0.48,92350.01,17
L00714,C00714,SME loan,149708.13,115092.78,0.574,0,False,0.0521,0.48,123746.62,60
L00715,C00715,personal loan,141943.62,32035.26,0.682,0,False,0.05257,0.58,40827.93,54
L00716,C00716,SME loan,76929.97,66134.72,0.438,0,False,,0.48,68833.53,68
L00717,C00717,personal loan,25570.07,24383.71,0.702,0,False,0.02923,0.58,24478.62,7
L00718,C00718,credit card,78022.15,34183.59,0.688,0,False,0.00483,0.72,58294.8,50
L00719,C00719,credit card,97348.45,82248.9,0.511,0,False,0.07263,0.72,90553.65,30
L00720,C00720,mortgage,93223.0,47887.52,0.658,0,False,0.00949,0.22,48794.23,58
L00721,C00721,credit card,33075.71,28996.58,0.464,15,False,0.08951,0.72,31240.1,62
L00722,C00722,personal loan,86474.68,43735.65,0.709,0,False,0.04869,0.58,47154.77,8
L00723,C00723,mortgage,33888.53,23866.42,0.715,0,False,0.02496,0.22,24066.86,26
L00724,C00724,personal loan,85082.27,32986.41,0.933,0,False,0.17454,0.6623,37154.08,30
L00725,C00725,mortgage,201764.04,73071.14,0.834,31,False,0.54802,0.2577,75645.0,63
L00726,C00726,personal loan,25416.72,15740.05,0.665,5,False,0.10546,0.58,16514.18,72
L00727,C00727,personal loan,37708.56,33475.65,0.398,5,False,0.03614,0.58,33814.28,65
L00728,C00728,SME loan,52894.34,27248.6,1.046,0,False,0.06348,0.6133,33660.04,71
L00729,C00729,credit card,127451.21,126352.2,0.901,0,False,0.01434,0.7879,126956.65,31
L00730,C00730,SME loan,531920.3,176428.93,0.621,15,False,0.14011,0.48,265301.77,39
L00731,C00731,SME loan,71164.98,62409.51,0.63,0,False,0.02561,0.48,64598.38,67
L00732,C00732,credit card,54212.16,13969.4,0.472,0,False,0.03051,0.72,36102.92,7
L00733,C00733,SME loan,44830.69,12695.07,0.517,0,False,0.01349,0.48,20728.97,20
L00734,C00734,mortgage,13131.31,3412.22,0.463,0,False,0.04549,0.22,3606.6,55
L00735,C00735,credit card,49785.9,26318.68,0.482,0,False,0.00954,0.72,39225.65,13
L00736,C00736,mortgage,55605.85,32142.28,0.308,0,False,0.04355,0.22,32611.56,55
L00737,C00737,personal loan,134120.27,87213.67,0.811,61,False,0.12337,0.6073,90966.2,10
L00738,C00738,personal loan,11185.43,2826.84,0.826,0,False,0.09615,0.6144,3495.53,26
L00739,C00739,SME loan,46839.3,40006.03,0.953,0,False,0.01047,0.5714,41714.35,2
L00740,C00740,personal loan,58108.11,32048.88,0.651,0,False,0.03011,0.58,34133.62,57
L00741,C00741,personal loan,20204.05,19078.86,0.439,0,False,0.01955,0.58,19168.88,54
L00742,C00742,credit card,120675.14,118837.85,0.862,0,False,0.10052,0.7704,119848.36,17
L00743,C00743,credit card,55756.49,50540.0,0.922,0,False,0.10786,0.7976,53409.07,20
L00744,C00744,personal loan,76134.43,36645.31,0.41,0,False,0.02293,0.58,39804.44,17
L00745,C00745,personal loan,44133.24,11926.45,0.359,5,False,0.12439,0.58,14503.0,56
L00746,C00746,personal loan,38693.36,12270.6,0.395,0,False,0.22391,0.58,14384.42,51
L00747,C00747,credit card,15320.82,12398.57,0.612,0,False,0.01195,0.72,14005.81,36
L00748,C00000,mortgage,81449.75,57224.63,0.414,5,False,0.20777,0.22,57709.13,5
L00749,C00749,personal loan,103772.22,95863.77,0.92,0,False,0.01026,0.6567,96496.44,31
