transaction_id,customer_id,amount,merchant_category,hour,country_risk,device_mismatch,velocity_24h,round_amount,rapid_in_out,fraud_label
T000910,C00327,44.74,groceries,3,standard,False,0,False,False,False
T000911,C00294,233.23,travel,5,standard,True,2,False,False,False
T000912,C00103,20.71,cash,10,standard,False,5,False,False,False
T000913,C00548,46.24,crypto,0,standard,False,2,False,False,False
T000914,C00234,51.76,cash,1,high,False,4,False,False,False
T000915,C00305,67.87,crypto,0,standard,False,0,False,True,False
T000916,C00314,74.37,utilities,12,standard,True,3,False,False,False
T000917,C00217,164.94,groceries,7,standard,False,1,False,False,False
T000918,C00696,210.71,travel,5,standard,False,3,False,False,False
T000919,C00089,51.6,cash,0,standard,False,0,False,False,False
T000920,C00612,63.21,groceries,17,standard,False,1,False,False,False
T000921,C00513,89.75,travel,19,standard,False,0,False,False,False
T000922,C00474,115.14,travel,14,standard,False,1,False,False,False
T000923,C00188,66.58,travel,10,standard,False,4,False,False,False
T000924,C00095,136.14,crypto,21,standard,False,2,False,False,False
T000925,C00412,104.36,utilities,14,standard,False,2,False,False,False
T000926,C00683,184.37,groceries,18,standard,False,0,False,False,False
T000927,C00434,37.72,crypto,5,standard,False,3,False,False,False
T000928,C00388,95.39,groceries,1,standard,False,7,False,True,True
T000929,C00600,40.08,cash,19,high,True,2,False,False,True
T000930,C00083,10.51,crypto,20,standard,False,3,False,False,False
T000931,C00672,34.58,travel,14,standard,False,2,False,False,False
T000932,C00714,89.81,cash,14,standard,False,1,False,False,False
T000933,C00661,42.87,electronics,5,standard,False,3,False,False,False
T000934,C00280,25.17,travel,8,standard,False,4,False,False,False
T000935,C00134,158.85,cash,15,standard,False,2,False,False,False
T000936,C00579,291.84,crypto,10,standard,False,2,False,False,False
T000937,C00008,159.24,crypto,19,standard,False,4,False,False,False
T000938,C00124,162.01,groceries,14,standard,False,1,False,False,False
T000939,C00480,17.5,travel,17,standard,True,0,False,True,True
T000940,C00306,137.66,electronics,1,standard,False,1,False,False,False
T000941,C00669,466.07,utilities,0,standard,False,3,False,False,False
T000942,C00201,323.71,electronics,15,standard,False,0,False,False,False
T000943,C00655,84.09,crypto,13,standard,False,2,False,False,False
T000944,C00470,278.09,crypto,1,standard,False,0,False,True,False
T000945,C00312,58.3,electronics,16,standard,False,4,False,False,False
T000946,C00569,52.67,travel,2,high,False,1,False,False,False
T000947,C00458,127.93,electronics,15,standard,False,4,False,False,False
T000948,C00313,123.17,crypto,18,standard,False,4,False,False,False
T000949,C00690,38.76,groceries,5,standard,False,3,False,False,False
T000950,C00657,61.99,electronics,0,standard,False,7,False,False,False
T000951,C00202,250.01,crypto,5,standard,False,2,False,False,False
T000952,C00699,44.6,utilities,3,high,False,2,False,False,False
T000953,C00515,91.15,crypto,15,standard,False,0,False,False,False
T000954,C00161,109.76,travel,5,standard,True,0,False,False,False
T000955,C00569,225.47,utilities,12,standard,False,2,False,False,False
T000956,C00708,70.73,utilities,13,standard,False,2,False,False,False
T000957,C00680,105.86,groceries,14,standard,False,0,False,False,False
T000958,C00073,288.03,utilities,1,high,False,3,False,False,False
T000959,C00086,45.65,electronics,11,standard,False,2,False,True,False
T000960,C00586,37.91,utilities,19,standard,False,3,False,False,False
T000961,C00085,16.4,electronics,5,standard,False,2,False,False,False
T000962,C00390,173.13,travel,16,standard,False,3,False,False,False
T000963,C00415,45.67,utilities,18,standard,False,5,False,False,False
T000964,C00482,41.9,groceries,23,high,False,4,False,False,False
T000965,C00366,10.64,cash,14,standard,False,0,False,False,False
T000966,C00077,46.91,cash,9,standard,False,1,False,False,True
T000967,C00523,26.4,crypto,9,standard,False,3,False,False,False
T000968,C00136,53.89,electronics,23,standard,False,1,False,False,False
T000969,C00348,52.0,travel,9,standard,False,5,False,True,False
T000970,C00740,78.2,travel,7,standard,True,1,False,False,False
T000971,C00548,451.27,electronics,4,standard,False,2,False,False,False
T000972,C00044,22.85,utilities,21,standard,False,1,False,False,False
T000973,C00003,69.34,electronics,19,standard,False,3,False,False,False
T000974,C00031,40.91,groceries,2,standard,False,2,False,False,False
T000975,C00103,55.04,groceries,8,standard,False,1,False,False,False
T000976,C00609,91.54,crypto,20,standard,False,5,False,False,False
T000977,C00478,202.0,cash,7,standard,False,4,False,False,False
T000978,C00547,86.96,cash,18,standard,False,3,False,False,False
T000979,C00166,98.23,utilities,13,standard,False,2,False,False,False
T000980,C00000,160.82,groceries,4,standard,False,3,False,False,False
T000981,C00317,92.31,groceries,21,high,False,4,False,False,False
T000982,C00688,49.45,travel,23,standard,True,3,False,False,False
T000983,C00091,78.42,cash,16,standard,False,3,False,False,True
T000984,C00005,91.93,cash,8,standard,False,3,False,False,False
T000985,C00077,14.24,cash,6,standard,False,2,False,False,False
T000986,C00481,186.08,cash,6,standard,False,3,False,False,False
T000987,C00294,98.05,cash,4,high,True,4,False,True,False
T000988,C00613,176.19,cash,22,standard,True,1,False,False,False
T000989,C00739,104.44,travel,0,standard,False,0,False,False,False
T000990,C00005,21.58,crypto,9,standard,True,2,False,False,False
T000991,C00514,40.3,crypto,0,standard,False,2,False,False,False
T000992,C00744,81.35,groceries,6,standard,False,1,False,False,False
T000993,C00594,22.01,travel,16,standard,False,2,False,False,False
T000994,C00176,298.86,travel,19,standard,False,4,False,False,False
T000995,C00150,22.64,groceries,20,standard,True,1,False,False,True
T000996,C00668,487.66,utilities,13,standard,False,1,False,False,False
T000997,C00240,112.91,travel,0,high,False,3,False,False,False
T000998,C00114,153.14,crypto,16,standard,False,0,False,True,False
T000999,C00051,23.1,crypto,11,high,False,3,False,True,False
T001000,C00482,60.96,utilities,7,standard,False,3,False,False,False
T001001,C00749,56.2,electronics,22,standard,False,1,False,False,False
T001002,C00534,374.47,crypto,12,standard,False,6,False,False,False
T001003,C00355,723.83,cash,0,standard,False,7,False,False,True
T001004,C00451,600.98,groceries,1,standard,False,1,False,False,False
T001005,C00327,6.27,cash,2,standard,False,0,False,False,False
T001006,C00289,92.09,crypto,6,standard,False,1,False,False,False
T001007,C00355,22.56,groceries,4,standard,False,3,False,False,False
T001008,C00612,80.95,groceries,18,standard,False,1,False,True,False
T001009,C00000,54.97,cash,17,standard,False,1,False,False,False
T001010,C00388,15.02,electronics,2,standard,False,2,False,False,False
T001011,C00129,24.62,electronics,12,standard,False,2,False,False,False
T001012,C00518,175.3,travel,22,standard,False,5,False,False,False
T001013,C00424,75.82,utilities,8,high,False,3,False,False,False
T001014,C00594,44.92,electronics,10,standard,False,2,False,False,False
T001015,C00305,98.8,groceries,20,standard,False,0,False,False,False
T001016,C00341,27.95,utilities,17,standard,False,4,False,False,False
T001017,C00124,169.46,utilities,11,standard,False,2,False,False,True
T001018,C00716,59.39,groceries,13,standard,False,4,False,False,False
T001019,C00172,271.26,travel,22,standard,False,3,False,False,False
T001020,C00577,10.43,utilities,6,standard,False,1,False,False,False
T001021,C00548,125.55,crypto,23,standard,False,2,False,False,False
T001022,C00707,55.56,travel,3,standard,False,2,False,True,False
T001023,C00593,20.11,cash,3,high,False,1,False,False,False
T001024,C00151,30.61,cash,3,standard,False,4,False,False,False
T001025,C00374,92.98,crypto,5,high,False,2,False,False,False
T001026,C00137,165.34,utilities,15,standard,False,4,False,False,False
T001027,C00185,54.69,crypto,22,standard,False,0,False,False,False
T001028,C00643,71.18,groceries,18,standard,False,0,False,False,False
T001029,C00341,51.99,electronics,7,standard,False,3,False,False,False
T001030,C00708,50.03,travel,13,standard,False,1,False,False,False
T001031,C00704,666.22,travel,1,standard,False,0,False,True,False
T001032,C00538,186.65,cash,0,standard,False,2,False,False,False
T001033,C00657,460.27,groceries,6,standard,False,0,False,False,False
T001034,C00126,56.93,travel,12,standard,False,2,False,True,False
T001035,C00499,133.67,utilities,10,standard,False,2,False,False,False
T001036,C00732,76.17,cash,2,standard,False,2,False,False,False
T001037,C00587,265.25,groceries,13,standard,False,1,False,False,False
T001038,C00046,115.11,utilities,3,standard,False,0,False,False,False
T001039,C00449,485.41,crypto,0,standard,False,1,False,False,False
T001040,C00227,105.78,groceries,14,standard,False,2,False,False,False
T001041,C00402,57.95,crypto,3,standard,False,6,False,False,False
T001042,C00169,30.42,utilities,11,standard,True,1,False,False,False
T001043,C00005,45.86,travel,14,standard,False,1,False,False,False
T001044,C00472,193.95,crypto,0,standard,False,1,False,False,False
T001045,C00210,50.34,cash,4,standard,False,3,False,False,False
T001046,C00395,93.12,groceries,22,high,False,4,False,False,False
T001047,C00061,195.16,travel,6,standard,False,1,False,False,False
T001048,C00069,324.08,utilities,17,standard,False,1,False,False,False
T001049,C00670,26.67,cash,11,standard,False,4,False,False,False
T001050,C00564,62.65,cash,1,standard,False,2,False,False,False
T001051,C00265,22.11,travel,23,standard,False,2,False,False,False
T001052,C00596,97.99,electronics,21,standard,False,1,False,False,False
T001053,C00602,76.87,utilities,21,high,False,2,False,False,False
T001054,C00134,99.71,crypto,18,standard,False,2,False,True,False
T001055,C00451,21.07,cash,18,standard,True,1,False,True,False
T001056,C00381,50.11,electronics,13,standard,True,3,False,False,False
T001057,C00351,13.19,groceries,8,standard,False,2,False,False,False
T001058,C00108,153.97,crypto,22,standard,True,2,False,False,False
T001059,C00723,46.02,travel,12,standard,False,1,False,False,False
T001060,C00051,39.12,crypto,6,standard,False,2,False,True,False
T001061,C00227,106.35,electronics,11,standard,True,0,False,False,False
T001062,C00195,160.39,electronics,22,standard,True,0,False,False,False
T001063,C00557,43.99,travel,18,standard,False,2,False,False,False
T001064,C00652,80.01,cash,6,standard,False,2,False,False,False
T001065,C00576,103.87,electronics,0,standard,True,2,False,False,False
T001066,C00243,55.7,electronics,1,standard,False,3,False,False,False
T001067,C00106,28.17,cash,20,standard,False,2,False,False,False
T001068,C00436,36.19,crypto,1,standard,True,2,False,False,False
T001069,C00666,166.32,crypto,0,standard,False,0,False,False,False
T001070,C00265,92.88,groceries,20,standard,False,3,False,False,False
T001071,C00203,22.37,travel,8,standard,False,2,False,False,False
T001072,C00378,44.1,groceries,20,standard,False,2,False,False,False
T001073,C00615,150.94,groceries,10,standard,True,3,False,False,False
T001074,C00312,74.57,travel,1,standard,False,4,False,False,False
T001075,C00002,31.72,crypto,21,standard,False,2,False,False,False
T001076,C00016,21.16,groceries,19,standard,False,2,False,False,False
T001077,C00259,87.71,cash,17,high,False,3,False,False,False
T001078,C00047,423.75,crypto,1,standard,True,4,False,False,False
T001079,C00046,60.59,crypto,18,standard,False,5,False,False,False
T001080,C00255,29.44,travel,14,standard,False,3,False,True,False
T001081,C00585,28.5,cash,12,standard,False,3,False,False,False
T001082,C00136,204.12,utilities,13,standard,False,4,False,False,True
T001083,C00146,8.84,travel,21,standard,False,0,False,False,False
T001084,C00020,41.61,travel,5,standard,False,2,False,False,False
T001085,C00517,64.09,electronics,23,standard,False,2,False,False,False
T001086,C00027,36.04,utilities,21,standard,False,3,False,False,False
T001087,C00731,608.63,utilities,12,standard,False,2,False,False,False
T001088,C00486,86.71,groceries,21,high,False,2,False,False,False
T001089,C00100,81.02,cash,1,standard,True,1,False,False,False
T001090,C00460,207.48,travel,10,standard,False,2,False,False,False
T001091,C00295,66.28,utilities,16,standard,False,4,False,False,False
T001092,C00564,11.61,cash,19,standard,False,3,False,False,False
T001093,C00261,89.97,utilities,21,standard,False,4,False,False,False
T001094,C00382,41.67,cash,13,high,False,0,False,False,False
T001095,C00571,37.94,cash,8,standard,False,3,False,False,False
T001096,C00553,259.99,electronics,21,standard,True,3,False,False,False
T001097,C00640,27.93,cash,21,standard,False,1,False,False,False
T001098,C00006,72.15,travel,7,standard,True,6,False,False,True
T001099,C00707,70.1,cash,7,standard,False,5,False,False,False
T001100,C00454,96.11,travel,10,standard,False,4,False,False,False
T001101,C00420,620.92,electronics,19,standard,False,4,False,False,False
T001102,C00385,27.64,crypto,17,standard,False,2,False,False,False
T001103,C00449,66.49,travel,1,standard,False,3,False,False,False
T001104,C00101,224.03,crypto,5,standard,True,4,False,False,False
T001105,C00704,74.32,utilities,19,standard,False,2,False,False,False
T001106,C00006,33.11,electronics,7,standard,True,3,False,False,False
T001107,C00432,43.0,groceries,17,standard,False,1,False,False,False
T001108,C00638,236.83,travel,6,high,True,1,False,True,False
T001109,C00054,18.62,travel,8,standard,False,1,False,False,False
T001110,C00236,428.9,cash,19,standard,False,4,False,False,False
T001111,C00149,479.62,travel,16,standard,True,6,False,False,False
T001112,C00461,79.71,groceries,20,standard,False,3,False,False,False
T001113,C00688,107.76,utilities,9,high,False,1,False,False,False
T001114,C00425,117.91,travel,21,standard,False,0,False,False,False
T001115,C00569,51.56,groceries,20,standard,False,2,False,False,False
T001116,C00147,105.14,utilities,19,standard,True,2,False,False,False
T001117,C00648,8.11,cash,16,standard,False,2,False,False,False
T001118,C00047,12.54,groceries,5,standard,False,3,False,False,False
T001119,C00342,27.34,electronics,5,standard,False,5,False,False,False
T001120,C00563,33.87,utilities,15,standard,True,4,False,False,False
T001121,C00404,120.35,cash,19,standard,False,2,False,False,False
T001122,C00397,87.58,utilities,7,standard,False,2,False,False,False
T001123,C00264,163.34,utilities,11,standard,False,2,False,False,False
T001124,C00034,71.19,utilities,15,high,False,4,False,False,False
T001125,C00052,72.03,crypto,18,standard,False,2,False,True,False
T001126,C00554,115.03,utilities,1,standard,False,6,False,False,False
T001127,C00366,30.25,cash,1,high,False,4,False,False,False
T001128,C00510,27.94,cash,8,standard,False,2,False,False,False
T001129,C00553,37.29,electronics,12,standard,False,1,False,False,False
T001130,C00625,16.33,groceries,18,standard,False,4,False,False,False
T001131,C00592,40.75,cash,7,standard,False,5,False,False,False
T001132,C00583,54.65,electronics,9,standard,False,0,False,False,False
T001133,C00650,23.49,electronics,19,standard,False,1,False,False,False
T001134,C00562,28.3,travel,8,standard,False,5,False,False,False
T001135,C00138,37.11,electronics,7,standard,False,0,False,False,False
T001136,C00588,222.23,travel,21,standard,False,2,False,False,False
T001137,C00224,279.76,electronics,6,standard,False,3,False,False,False
T001138,C00367,29.84,travel,15,standard,False,0,False,False,False
T001139,C00448,212.88,electronics,17,standard,False,3,False,False,False
T001140,C00466,64.96,crypto,5,standard,False,2,False,False,False
T001141,C00537,23.83,cash,13,standard,False,0,False,False,False
T001142,C00152,53.36,utilities,7,standard,False,0,False,False,False
T001143,C00383,32.74,groceries,13,standard,False,2,False,False,False
T001144,C00267,31.16,utilities,19,standard,False,1,False,False,False
T001145,C00075,16.0,crypto,0,standard,False,5,False,False,False
T001146,C00230,77.78,utilities,17,standard,False,2,False,False,False
T001147,C00365,13.23,cash,3,standard,False,1,False,False,False
T001148,C00325,33.56,electronics,8,standard,False,2,False,False,False
T001149,C00025,114.83,travel,2,standard,False,1,False,False,False
T001150,C00612,406.28,utilities,15,high,False,0,False,False,False
T001151,C00100,57.24,groceries,1,standard,True,3,False,False,False
T001152,C00444,71.68,utilities,10,standard,False,3,False,False,False
T001153,C00158,138.99,travel,13,standard,False,1,False,False,False
T001154,C00596,53.85,utilities,17,standard,False,2,False,False,False
T001155,C00504,249.42,groceries,10,standard,False,4,False,False,False
T001156,C00616,6.02,crypto,8,standard,False,2,False,False,False
T001157,C00167,89.34,travel,2,standard,False,3,False,False,False
T001158,C00425,25.82,travel,1,standard,False,0,False,False,False
T001159,C00500,73.02,cash,12,standard,False,1,False,False,False
T001160,C00118,239.05,cash,9,high,False,3,False,False,False
T001161,C00151,64.37,cash,5,standard,False,1,False,False,False
T001162,C00268,39.45,utilities,11,standard,False,2,False,False,False
T001163,C00375,67.61,travel,23,standard,False,0,False,False,False
T001164,C00624,38.52,groceries,7,high,False,1,False,False,False
T001165,C00248,67.1,crypto,5,standard,False,3,False,False,False
T001166,C00048,40.64,groceries,0,standard,True,2,False,False,False
T001167,C00159,27.7,cash,12,standard,False,3,False,False,False
T001168,C00175,14.43,travel,0,standard,False,3,False,False,False
T001169,C00233,109.76,travel,11,standard,False,1,False,False,False
T001170,C00624,42.76,cash,21,standard,True,3,False,False,False
T001171,C00636,15.55,groceries,6,standard,False,5,False,False,False
T001172,C00264,16.68,travel,14,standard,False,0,False,False,False
T001173,C00232,63.14,cash,4,standard,False,2,False,False,False
T001174,C00168,23.59,groceries,21,standard,False,6,False,False,False
T001175,C00407,70.46,utilities,18,standard,False,4,False,False,False
T001176,C00642,180.69,utilities,13,standard,False,3,False,False,False
T001177,C00408,1554.68,utilities,18,standard,False,1,False,False,False
T001178,C00177,84.19,crypto,11,standard,False,0,False,False,False
T001179,C00535,299.94,groceries,5,standard,False,1,False,False,False
T001180,C00642,11.88,utilities,4,standard,False,2,False,False,False
T001181,C00254,30.5,electronics,19,standard,False,3,False,False,False
T001182,C00414,71.84,groceries,21,standard,True,2,False,False,False
T001183,C00621,93.9,groceries,2,standard,False,2,False,False,False
T001184,C00206,12.02,utilities,7,standard,True,2,False,False,False
T001185,C00011,173.35,electronics,9,standard,False,2,False,False,False
T001186,C00694,105.96,groceries,8,standard,False,2,False,False,False
T001187,C00403,86.64,groceries,22,standard,True,2,False,False,False
T001188,C00042,97.51,travel,23,standard,False,3,False,False,False
T001189,C00615,35.61,cash,16,standard,True,4,False,False,False
T001190,C00727,166.61,cash,4,standard,False,1,False,False,False
T001191,C00637,73.66,utilities,5,high,False,0,False,False,False
T001192,C00171,42.07,cash,0,standard,True,3,False,False,False
T001193,C00530,104.89,crypto,11,standard,False,2,False,False,False
T001194,C00164,20.35,electronics,14,high,False,2,False,False,False
T001195,C00736,39.28,cash,0,standard,False,1,False,False,False
T001196,C00629,38.81,crypto,1,standard,False,2,False,False,False
T001197,C00506,75.99,travel,20,standard,True,0,False,False,False
T001198,C00012,41.95,groceries,5,standard,False,2,False,True,False
T001199,C00339,74.5,travel,7,standard,False,1,False,False,False
T001200,C00087,15.23,crypto,5,standard,False,1,False,True,False
T001201,C00475,17.4,cash,3,standard,True,3,False,False,False
T001202,C00602,96.58,travel,15,standard,False,2,False,False,False
T001203,C00029,58.73,groceries,10,standard,False,2,False,False,False
T001204,C00145,28.17,groceries,21,standard,False,1,False,False,False
T001205,C00575,80.73,crypto,7,standard,False,3,False,False,False
T001206,C00108,85.93,electronics,21,standard,False,2,False,False,False
T001207,C00438,173.33,travel,23,standard,False,1,False,False,False
T001208,C00345,96.85,travel,0,high,True,7,False,False,True
T001209,C00350,29.38,cash,18,standard,False,4,False,False,False
T001210,C00258,67.66,travel,7,standard,False,1,False,False,False
T001211,C00137,187.57,utilities,11,standard,False,3,False,False,False
T001212,C00176,116.62,electronics,6,standard,True,0,False,False,False
T001213,C00694,33.79,electronics,23,standard,False,3,False,False,False
T001214,C00368,217.71,crypto,1,standard,False,2,False,False,False
T001215,C00455,30.93,crypto,22,standard,False,4,False,False,False
T001216,C00686,52.72,utilities,0,standard,False,2,False,False,False
T001217,C00481,10.04,electronics,16,standard,False,1,False,True,False
T001218,C00548,69.7,groceries,2,standard,True,2,False,False,False
T001219,C00419,88.35,electronics,19,standard,False,2,False,False,False
T001220,C00183,51.42,cash,0,standard,False,2,False,False,False
T001221,C00132,63.13,utilities,12,standard,False,0,False,True,False
T001222,C00428,30.49,groceries,20,standard,False,3,False,False,False
T001223,C00731,107.92,electronics,22,standard,False,1,False,False,False
T001224,C00213,37.19,crypto,15,standard,False,1,False,False,False
T001225,C00548,115.08,travel,8,standard,False,2,False,False,False
T001226,C00627,99.14,utilities,9,standard,False,3,False,False,False
T001227,C00028,70.51,cash,1,standard,False,1,False,False,False
T001228,C00014,91.18,crypto,2,standard,False,4,False,False,False
T001229,C00574,89.06,utilities,21,standard,False,2,False,False,False
T001230,C00491,56.7,travel,5,standard,False,2,False,False,False
T001231,C00572,14.36,electronics,7,high,False,2,False,False,False
T001232,C00589,359.78,electronics,16,high,False,6,False,False,False
T001233,C00687,702.68,cash,3,standard,False,2,False,False,False
T001234,C00718,92.4,cash,14,standard,False,4,False,False,False
T001235,C00027,32.87,travel,12,standard,False,0,False,False,False
T001236,C00480,91.38,crypto,1,standard,True,3,False,False,True
T001237,C00495,18.14,electronics,15,standard,False,2,False,False,False
T001238,C00318,127.97,groceries,16,standard,False,3,False,False,False
T001239,C00346,386.75,utilities,5,standard,False,2,False,False,False
T001240,C00254,121.61,cash,10,standard,True,3,False,False,True
T001241,C00233,128.63,cash,18,high,False,2,False,False,False
T001242,C00356,10.03,utilities,0,standard,False,3,False,False,False
T001243,C00585,52.75,crypto,16,standard,False,2,False,False,False
T001244,C00439,19.91,groceries,9,standard,False,2,False,False,False
T001245,C00407,418.55,groceries,14,standard,False,1,False,False,False
T001246,C00661,68.32,travel,4,high,False,6,False,False,False
T001247,C00051,55.08,travel,8,standard,False,2,False,False,False
T001248,C00193,132.69,cash,12,standard,False,2,False,False,False
T001249,C00503,227.76,travel,2,standard,False,1,False,False,False
T001250,C00027,148.05,crypto,11,standard,False,3,False,False,False
T001251,C00042,36.53,groceries,22,standard,False,2,False,False,False
T001252,C00487,113.34,travel,3,high,False,1,False,False,False
T001253,C00156,136.98,travel,19,standard,False,0,False,False,False
T001254,C00599,57.68,cash,0,standard,True,1,False,False,True
T001255,C00655,164.32,electronics,0,standard,False,5,False,False,False
T001256,C00189,37.33,cash,7,standard,False,2,False,False,False
T001257,C00320,143.14,electronics,9,standard,False,2,False,True,False
T001258,C00728,259.14,travel,16,standard,False,3,False,False,False
T001259,C00520,127.25,travel,13,standard,False,4,False,False,False
T001260,C00646,32.76,electronics,21,standard,False,2,False,False,False
T001261,C00331,133.87,electronics,20,high,False,1,False,False,False
T001262,C00474,200.09,travel,1,high,False,4,False,False,False
T001263,C00137,173.85,utilities,3,standard,False,3,False,True,False
T001264,C00523,31.95,cash,19,standard,False,0,False,False,False
T001265,C00400,80.67,utilities,4,standard,False,0,False,False,False
T001266,C00041,91.05,crypto,4,high,False,5,False,False,False
T001267,C00355,2033.92,groceries,4,standard,False,2,False,False,False
T001268,C00006,176.14,electronics,23,standard,False,1,False,False,False
T001269,C00012,67.95,travel,17,high,False,3,False,False,False
T001270,C00245,292.31,electronics,6,high,False,3,False,False,False
T001271,C00606,69.32,cash,20,standard,True,1,False,False,False
T001272,C00120,87.05,utilities,12,high,True,5,False,False,False
T001273,C00288,474.59,utilities,14,standard,False,3,False,False,False
T001274,C00124,336.53,utilities,18,standard,False,3,False,False,False
T001275,C00715,123.47,crypto,11,standard,False,1,False,True,False
T001276,C00360,40.62,electronics,1,high,False,1,False,False,False
T001277,C00263,3.95,travel,16,standard,False,5,False,False,False
T001278,C00621,99.99,cash,1,standard,False,4,False,False,False
T001279,C00192,32.78,groceries,18,standard,False,2,False,False,False
T001280,C00065,269.0,crypto,18,standard,False,6,False,False,False
T001281,C00379,290.26,crypto,18,standard,False,1,False,False,False
T001282,C00586,23.2,utilities,4,standard,False,1,False,True,False
T001283,C00470,22.27,travel,10,standard,False,1,False,False,False
T001284,C00275,55.21,cash,5,standard,False,1,False,False,False
T001285,C00421,96.08,cash,22,standard,False,1,False,False,False
T001286,C00289,227.05,cash,1,standard,False,0,False,False,False
T001287,C00491,21.39,travel,18,standard,True,1,False,False,False
T001288,C00367,9.03,travel,14,high,False,4,False,False,False
T001289,C00430,58.11,travel,21,standard,False,1,False,False,False
T001290,C00154,46.15,travel,7,standard,False,1,False,False,False
T001291,C00418,68.27,travel,6,standard,False,4,False,False,False
T001292,C00544,344.49,electronics,5,standard,False,1,False,False,False
T001293,C00337,44.15,utilities,12,standard,False,3,False,False,False
T001294,C00219,222.75,cash,22,standard,True,5,False,False,False
T001295,C00601,60.16,crypto,19,standard,False,2,False,False,False
T001296,C00520,126.02,cash,13,high,False,0,False,False,False
T001297,C00122,188.35,crypto,1,standard,True,1,False,False,False
T001298,C00237,67.56,groceries,2,standard,False,2,False,False,False
T001299,C00703,13.8,crypto,8,standard,False,3,False,False,False
T001300,C00306,25.75,travel,15,high,False,3,False,False,False
T001301,C00456,61.03,cash,7,standard,False,4,False,False,False
T001302,C00384,14.67,electronics,9,high,False,5,False,False,False
T001303,C00248,17.34,cash,11,standard,False,3,False,False,False
T001304,C00741,41.28,crypto,3,standard,False,3,False,False,False
T001305,C00718,24.65,crypto,0,high,False,2,False,False,False
T001306,C00426,156.65,groceries,0,standard,False,0,False,False,False
T001307,C00173,151.76,travel,11,standard,False,3,False,False,False
T001308,C00480,4.8,electronics,7,standard,False,1,False,False,False
T001309,C00187,132.94,travel,22,standard,False,2,False,False,False
T001310,C00371,32.45,cash,3,standard,False,3,False,False,False
T001311,C00621,57.35,travel,0,standard,True,0,False,False,False
T001312,C00463,314.13,electronics,10,standard,False,2,False,False,False
T001313,C00192,83.41,cash,14,standard,False,4,False,False,False
T001314,C00032,54.06,electronics,10,standard,False,2,False,False,False
T001315,C00306,29.27,travel,9,standard,False,0,False,False,False
T001316,C00518,84.76,cash,12,standard,False,1,False,False,False
T001317,C00586,135.03,cash,8,standard,False,1,False,False,False
T001318,C00554,180.11,groceries,2,standard,False,0,False,False,False
T001319,C00634,44.65,electronics,12,standard,False,1,False,False,False
T001320,C00258,608.31,travel,23,high,False,2,False,False,False
T001321,C00665,68.61,utilities,13,standard,False,2,False,False,False
T001322,C00254,527.64,travel,4,standard,False,2,False,False,False
T001323,C00703,85.99,crypto,9,standard,False,2,False,False,False
T001324,C00310,474.55,crypto,2,standard,False,1,False,False,False
T001325,C00222,449.59,groceries,11,standard,False,1,False,False,False
T001326,C00588,33.7,electronics,20,standard,False,0,False,False,False
T001327,C00710,67.35,travel,3,standard,True,4,False,False,False
T001328,C00366,66.23,utilities,1,standard,False,5,False,False,False
T001329,C00705,175.1,groceries,2,standard,False,3,False,False,False
T001330,C00301,31.45,travel,19,standard,False,5,False,False,False
T001331,C00353,23.44,utilities,8,standard,False,1,False,False,False
T001332,C00124,2055.0,cash,1,standard,False,2,False,False,False
T001333,C00330,181.14,electronics,1,standard,True,2,False,False,False
T001334,C00557,290.87,cash,18,high,False,2,False,False,False
T001335,C00278,103.46,utilities,12,standard,False,2,False,True,False
T001336,C00325,121.92,electronics,15,standard,True,4,False,False,True
T001337,C00424,190.74,cash,22,standard,False,2,False,False,False
T001338,C00629,116.95,electronics,17,high,False,2,False,False,False
T001339,C00075,66.99,cash,9,standard,False,5,False,False,False
T001340,C00624,61.7,utilities,14,high,False,1,False,False,False
T001341,C00182,387.34,groceries,12,high,False,3,False,False,False
T001342,C00045,40.12,electronics,9,standard,False,1,False,False,False
T001343,C00741,173.96,groceries,22,standard,False,1,False,False,False
T001344,C00394,93.22,travel,21,standard,True,2,False,False,False
T001345,C00272,65.8,crypto,15,standard,False,3,False,False,False
T001346,C00291,209.06,crypto,8,standard,False,3,False,False,False
T001347,C00095,52.46,travel,8,standard,False,0,False,False,False
T001348,C00682,8.42,cash,1,high,False,3,False,False,False
T001349,C00253,211.34,crypto,12,standard,False,3,False,False,False
T001350,C00713,98.89,utilities,17,standard,True,4,False,False,False
T001351,C00396,122.64,crypto,5,standard,False,1,False,False,False
T001352,C00279,271.41,cash,0,standard,False,1,False,True,False
T001353,C00324,72.65,crypto,0,standard,False,3,False,False,False
T001354,C00323,325.54,utilities,1,standard,True,4,False,False,False
T001355,C00624,60.38,groceries,0,standard,False,2,False,False,False
T001356,C00318,865.71,groceries,2,standard,False,5,False,False,False
T001357,C00105,21.1,crypto,20,standard,True,3,False,True,False
T001358,C00437,74.93,groceries,2,standard,False,2,False,False,False
T001359,C00168,55.09,cash,2,standard,False,2,False,False,False
T001360,C00141,18.89,travel,22,high,False,0,False,True,False
T001361,C00115,24.83,crypto,1,high,False,2,False,False,False
T001362,C00183,72.19,cash,0,standard,False,4,False,False,False
T001363,C00179,10.67,cash,7,standard,False,1,False,False,False
T001364,C00634,67.47,utilities,3,high,False,0,False,False,False
T001365,C00567,154.0,utilities,11,standard,True,5,False,False,False
T001366,C00132,19.95,crypto,12,high,False,6,False,False,True
